Refcodes,Delta_conformational_energy(kJ/mol),components
IYEBUJ01_IYEBUJ03,9.214979899598347,1_1
IZANEC01_IZANEC,0.00010502008331059187,1_1
IZOCOR01_IZOCOR,2.7376088493265343,1_1
JAGNOX01_JAGNOX,7.876476399815147e-05,1_1
JAGNUD01_JAGNUD,2.6255319312440406e-05,1_1
JAKGEH01_JAKGEH,2.5836416534537534,1_1
JARXUV01_JARXUV,5.8615862795043085,1_1
JAVCEO02_JAVCEO04,0.7381225680323951,1_1
JAYCES02_JAYCES,30.76660669012483,1_1
JAZCOD01_JAZCOD,1.6728110699493755,1_1
JEGLAI01_JEGLAI,0.9947756946464779,1_1
JESBER01_JESBER,19.367447084960872,1_1
JEVSEL01_JEVSEL,5.250944468571106e-05,1_1
JIGKEP01_JIGKEP,2.625472234285553e-05,1_1
JOGVEJ01_JOGVEJ,0.0002888049306193352,2_1
JOKWEM04_JOKWEM,0.2227211646794558,1_1
JONCUN01_JONCUN,13.658638650169337,1_1
JONWAN01_JONWAN,1.5753131890505756e-05,1_2
JOTFIJ01_JOTFIJ,1.0501888937142212e-05,1_1
JOWCAB01_JOWCAB,17.441984150467306,1_1
JOWNAM01_JOWNAM,7.697910864452126,1_1
JOYMIV01_JOYMIV,0.0002888049306193352,1_2
JUBFUH01_JUBFUH02,5.2510041655295936e-05,1_1
JUDRAB01_JUDRAB,2.8916206803166915,1_1
JUDRIJ01_JUDRIJ,0.0001312748056534474,1_1
JUZBUB02_JUZBUB04,3.6974653949267804,1_1
KADNEI01_KADNEI,0.0,1_1
KADTEO01_KADTEO,8.965373615082285,1_1
KAKJOW01_KAKJOW,2.0782145244839967,1_1
KAKQOF01_KAKQOF02,5.250944468571106e-05,1_1
KAKSOG02_KAKSOG,0.9466240252515945,1_1
KANYUU01_KANYUU02,2.6255319312440406e-05,1_1
KANYUU01_KANYUU03,0.0,1_1
KANYUU02_KANYUU03,2.6255319312440406e-05,1_1
KASSOM01_KASSOM,0.22308873497104287,2_1
KAXHAS11_KAXHAS,0.7218470937248185,1_1
KAXXAI01_KAXXAI02,2.705577749586496,1_2
KAXXAI01_KAXXAI03,2.70552524014181,1_1
KAXXAI01_KAXXAI05,2.705577749586496,1_1
KAXXAI01_KAXXAI,2.7054989848224977,1_1
KAXXAI02_KAXXAI03,7.876476399815147e-05,2_2
KAXXAI02_KAXXAI05,5.250944468571106e-05,1_1
KAXXAI02_KAXXAI,7.876476399815147e-05,2_1
KAXXAI03_KAXXAI05,7.876476399815147e-05,2_1
KAXXAI03_KAXXAI,2.6255319312440406e-05,1_1
KAXXAI05_KAXXAI,7.876476399815147e-05,1_1
KAYSAE02_KAYSAE,0.3008035351330136,1_1
KAZDUL01_KAZDUL,2.7215145349910017,1_1
KEDDAY01_KEDDAY02,5.250944468571106e-06,1_1
KEDDAY01_KEDDAY,1.9035347590670995,1_1
KEDDAY02_KEDDAY,1.9035295081226309,1_1
KELFOX01_KELFOX02,4.596699145492039,1_1
KELFOX01_KELFOX03,0.0,1_1
KELFOX01_KELFOX04,2.4718032309885984,1_1
KELFOX01_KELFOX,2.4717769750723164,1_1
KELFOX02_KELFOX03,4.596699145492039,1_1
KELFOX02_KELFOX04,2.1248959145034405,1_1
KELFOX02_KELFOX,2.1249221704197225,1_1
KELFOX03_KELFOX04,2.4718032309885984,1_1
KELFOX03_KELFOX,2.4717769750723164,1_1
KELFOX04_KELFOX,2.6255916282025282e-05,1_1
KELGEO01_KELGEO02,94.41140470036225,1_1
KELGEO01_KELGEO03,53.42104849914449,1_1
KELGEO01_KELGEO,26.426707699482904,1_1
KELGEO02_KELGEO03,40.990356201217764,1_1
KELGEO02_KELGEO,67.98469700087935,1_1
KELGEO03_KELGEO,26.994340799661586,1_1
KELNIA01_KELNIA06,17.567640580156024,1_2
KELNIA01_KELNIA07,17.567535560072713,1_1
KELNIA01_KELNIA,1.9875297550771052,1_1
KELNIA06_KELNIA07,2.109431720070802,2_2
KELNIA06_KELNIA,17.567719345218507,2_2
KELNIA07_KELNIA,17.567614325135196,1_2
KEMBUA01_KEMBUA,8.844653124831893,1_1
KEMHAL01_KEMHAL02,8.132276209747033,1_1
KETWOX03_KETWOX04,0.014125190459822079,1_1
KEWQAG01_KEWQAG,2.5316646301210994,1_1
KEXYOC01_KEXYOC02,2.9792073599522837,1_1
KEXYOC01_KEXYOC,2.979259869993939,1_1
KEXYOC02_KEXYOC,5.2510041655295936e-05,1_1
KIDDAE02_KIDDAE,2.563879515305416,1_1
KIGQOI01_KIGQOI,1.2570106349276102,1_1
KIGTOL01_KIGTOL,7.364028653322748,1_1
KIJQEA02_KIJQEA,0.3097827450924342,1_1
KINQIJ01_KINQIJ,0.0,1_1
KISQUZ01_KISQUZ,73.3946185149689,1_1
KIZMAI01_KIZMAI,0.0002625496113068948,2_1
KIZXEZ01_KIZXEZ,1.5600195900192375,1_1
KOKJOL01_KOKJOL,4.36121805024186,1_1
KOLRIN01_KOLRIN,13.154017550428534,1_1
KOSMOW01_KOSMOW,3.560443175646469,1_1
KUCYOY01_KUCYOY02,0.20636430013564677,2_1
KUQLEO01_KUQLEO,6.556556129809223,1_1
KUTLIW01_KUTLIW02,0.0003938244169603422,1_1
KUTLIW01_KUTLIW,3.2742610500013143,1_1
KUTLIW02_KUTLIW,3.273867225584354,1_1
KUVWON01_KUVWON02,2.5896619254612006,1_1
KUVWON01_KUVWON,0.16401498526943215,1_1
KUVWON02_KUVWON,2.4256469401917684,1_1
KUVZAE01_KUVZAE,0.2760608230259436,1_1
KUXJUI01_KUXJUI,3.083384574742354,1_1
LAJZON01_LAJZON,9.189242365437167e-05,2_2
LAKKEO02_LAKKEO,9.78783774504143,2_1
LAQNUO01_LAQNUO,9.714366660773521e-05,1_1
LAWYOY01_LAWYOY02,3.491778474089699,1_1
LAWYOY01_LAWYOY,3.4918021036382925,1_1
LAWYOY02_LAWYOY,2.3629548593362415e-05,1_1
LEBPAK01_LEBPAK,0.00010502008331059187,1_1
LEFTEY01_LEFTEY,22.606999024888637,1_1
LEPPUS01_LEPPUS,2.6255319312440406e-05,1_1
LEQPIH01_LEQPIH,0.00010764555554487742,1_1
LESQAC01_LESQAC,3.0769284698667434,1_1
LIKGUI01_LIKGUI,0.003439404445089167,1_1
LIPBIW01_LIPBIW,6.28849257968011,1_1
LIRRAG01_LIRRAG,5.03119314041885,1_1
LISDOH01_LISDOH,0.19195030474520536,1_1
LITHON01_LITHON,2.841001039560979,1_1
LIVQOY05_LIVQOY06,11.26900044253739,1_1
LIVQOY05_LIVQOY,11.2689846894055,1_1
LIVQOY06_LIVQOY,1.5753131890505756e-05,1_1
LIYTIW01_LIYTIW02,2.7195322825601806,1_1
LIYTIW01_LIYTIW,0.014348357689129898,1_1
LIYTIW02_LIYTIW,2.7338806402493105,1_1
LOHQAB01_LOHQAB,0.0046996454448162694,1_1
LOJKIF01_LOJKIF,0.16637793475604212,1_1
LOQLAE01_LOQLAE,0.0004200803332423675,1_1
LORVAP01_LORVAP,12.873377854576006,1_1
LOTCOO01_LOTCOO,9.265757071075996,1_1
LOTZEZ01_LOTZEZ,2.340974565181682,1_1
LUFCIY01_LUFCIY,2.625472234285553e-05,1_1
LUKXAQ01_LUKXAQ,0.00010502008331059187,2_1
LUNPOZ01_LUNPOZ,8.840924914859215,1_2
LURSIB01_LURSIB,2.625472234285553e-05,1_1
MABZNA02_MABZNA04,0.002024260583539217,1_2
MABZNA02_MABZNA,0.0020216351113049313,1_1
MABZNA04_MABZNA,0.00217128852108317,2_2
MAFPOA01_MAFPOA,0.2706680457476409,1_2
MALSOJ01_MALSOJ,0.6594730908004749,1_1
MANSTB01_MANSTB,6.8251185250355775,1_1
MAVGEW01_MAVGEW,0.000698383076439768,1_1
MBYINO01_MBYINO02,5.250944468571106e-06,1_1
MBYINO01_MBYINO,2.1003777874284424e-05,1_2
MBYINO02_MBYINO,2.1004076359076862e-05,1_1
MBZSAN12_MBZSAN13,1.1276259949677296,1_1
MCHTEP05_MCHTEP22,29.169620060031775,1_2
MCHTEP05_MCHTEP24,0.036993294796161535,1_1
MCHTEP22_MCHTEP24,29.132626765235614,2_1
MEGHAJ01_MEGHAJ,4.096068804738252,1_1
MEGYON01_MEGYON02,1.1848356396830013,1_1
MELFIT01_MELFIT04,5.000369769845975,1_1
MELFIT01_MELFIT05,5.038071949905998,1_1
MELFIT01_MELFIT06,5.038176969989308,1_1
MELFIT01_MELFIT07,0.3715082504052134,1_1
MELFIT01_MELFIT09,0.009793115306592881,1_1
MELFIT01_MELFIT15,5.038098204628341,1_1
MELFIT01_MELFIT,5.038098204628341,1_1
MELFIT04_MELFIT05,0.03770218006002324,1_1
MELFIT04_MELFIT06,0.03780720014333383,1_1
MELFIT04_MELFIT07,4.628861519440761,1_1
MELFIT04_MELFIT09,4.990576654539382,1_1
MELFIT04_MELFIT15,0.037728434782366094,1_1
MELFIT04_MELFIT,0.037728434782366094,1_1
MELFIT05_MELFIT06,0.00010502008331059187,1_1
MELFIT05_MELFIT07,4.666563699500784,1_1
MELFIT05_MELFIT09,5.028278834599405,1_1
MELFIT05_MELFIT15,2.625472234285553e-05,1_1
MELFIT05_MELFIT,2.625472234285553e-05,1_1
MELFIT06_MELFIT07,4.666668719584095,1_1
MELFIT06_MELFIT09,5.0283838546827155,1_1
MELFIT06_MELFIT15,7.876536096773634e-05,1_1
MELFIT06_MELFIT,7.876536096773634e-05,1_1
MELFIT07_MELFIT09,0.3617151350986205,1_1
MELFIT07_MELFIT15,4.666589954223127,1_1
MELFIT07_MELFIT,4.666589954223127,1_1
MELFIT09_MELFIT15,5.028305089321748,1_1
MELFIT09_MELFIT,5.028305089321748,1_1
MELFIT15_MELFIT,0.0,1_1
MELVEE01_MELVEE,20.3920222052634,1_1
MEPHCB01_MEPHCB,0.7075459948343905,1_1
MEPVAE01_MEPVAE,3.4264087748111933,1_1
MHQACD02_MHQACD,6206.804269535072,1_1
MIFSUS01_MIFSUS,10.119937239928277,1_1
MIJHAO01_MIJHAO,5.286076680240967,1_1
MILHOF01_MILHOF02,2.9108655947636635,1_1
MILHOF01_MILHOF,2.499607274464779,1_1
MILHOF02_MILHOF,0.41125832029888443,1_1
MIPBET01_MIPBET,3.0674241600877394,1_1
MIPYEP02_MIPYEP04,0.2051303150522017,1_1
MIPYEP02_MIPYEP05,0.03452532462927138,1_1
MIPYEP04_MIPYEP05,0.23965563968147308,1_1
MIQKOM01_MIQKOM,20.544721284615207,1_1
MISFOL01_MISFOL,9.610327689812038,1_2
MIWBAX01_MIWBAX,0.08409476455187814,1_1
MNBZAC01_MNBZAC04,30.893591623091368,2_2
MOBNIC01_MOBNIC,11.9436095401594,1_1
MODDOA01_MODDOA02,1.6995124049386732,1_1
MODFAO03_MODFAO,1.72245927523295,1_1
MODSAZ01_MODSAZ,2.625472234285553e-05,1_1
MOHDAP01_MOHDAP,5.268249535127779,1_1
MOHDET01_MOHDET,0.00011289650001344853,1_2
MONRAI04_MONRAI06,1.5376240748638565,1_1
MONTIS01_MONTIS,2.97414014481285,1_1
MOPNAH01_MOPNAH03,2.204947410026648,1_1
MOSDOO01_MOSDOO,1.919739344728896,1_1
MOVXOL01_MOVXOL,6.365498494578219,1_1
MOVYEC01_MOVYEC02,0.4891595304819134,1_1
MUDHIC01_MUDHIC03,7.876476399815147e-05,2_1
MUDWEO02_MUDWEO03,0.00013127540262303228,1_1
MUDWEO02_MUDWEO,1.6171504705674806,1_1
MUDWEO03_MUDWEO,1.6170979605258253,2_1
MUJTOB01_MUJTOB,37.796986805615234,1_1
MUKNIQ02_MUKNIQ06,0.5404591748144867,1_1
MUNTOG02_MUNTOG,12.87282650003408,1_1
MUQKAK01_MUQKAK,0.17330925488181492,1_1
MUYROO01_MUYROO,6.0386458358152595e-05,1_1
NAGHOT02_NAGHOT03,0.000892670111170446,1_1
NAGHOT02_NAGHOT,0.00036757029158707155,1_1
NAGHOT03_NAGHOT,0.0005250998195833745,1_1
NAGPIW01_NAGPIW,3.360639999872774,1_1
NAHZOM01_NAHZOM,0.18572786988329426,1_1
NAJBEF01_NAJBEF,0.5751157748463811,1_1
NAKYEG01_NAKYEG,24.474490920555354,1_1
NALYUX01_NALYUX,3.0521962599470953,1_1
NATQEF01_NATQEF,0.4865760386412603,1_1
NATSAF01_NATSAF,1.3127361171427765e-05,1_1
NAVSUY02_NAVSUY04,31.015346560446005,1_1
NAZLAC01_NAZLAC02,5.56419589528798,1_1
NBZANO11_NBZANO12,5.2510041655295936e-05,1_1
NEMLOG02_NEMLOG,8.071944845413384,2_1
NENFIX01_NENFIX,1.1990395949068215,1_1
NEPYEO01_NEPYEO,2.625472234285553e-05,1_1
NILLEB01_NILLEB,5.2510041655295936e-05,1_1
NIZVAU01_NIZVAU02,0.002528356625248307,1_2
NOETNA01_NOETNA,0.0,1_1
NOHHAV01_NOHHAV,0.3808550300592515,1_1
NOJHEZ01_NOJHEZ02,0.0003675696946174867,1_1
NOJHEZ01_NOJHEZ,0.10809183508229125,1_1
NOJHEZ02_NOJHEZ,0.10845940477690874,1_1
NOQFII01_NOQFII,0.0001312748056534474,1_1
NOSYOJ01_NOSYOJ02,17.722285155625855,1_1
NOSYOJ01_NOSYOJ03,17.722051486209125,1_1
NOSYOJ01_NOSYOJ,17.722180135542544,1_1
NOSYOJ02_NOSYOJ03,0.00023366941672975372,1_1
NOSYOJ02_NOSYOJ,0.00010502008331059187,1_1
NOSYOJ03_NOSYOJ,0.00012864933341916185,1_1
NUHZEX01_NUHZEX,0.5479155947598429,1_2
NUJKEJ03_NUJKEJ,5.250944468571106e-06,1_1
NUJLIN01_NUJLIN,4.267330169786419,1_1
NUKMAH02_NUKMAH,0.6948412006730109,1_1
NULTIY01_NULTIY,0.012182320112515299,1_1
NUPJOX01_NUPJOX02,3.938268048386817e-05,1_1
NUQXAA02_NUQXAA03,1.2078481473801048,1_1
NUQXAA02_NUQXAA,1.2078271433037457,1_1
NUQXAA03_NUQXAA,0.00018641061802782133,1_2
NURCEJ01_NURCEJ,0.0010501999376515414,1_1
NUWTIJ01_NUWTIJ,4.979759595509904,1_1
OBUZUI01_OBUZUI,0.0,1_1
OCAZID01_OCAZID,7.434549584941578,1_1
OCHTET13_OCHTET,14.706501955141448,1_1
ODAHAF01_ODAHAF,0.00015752952799630293,1_1
ODASAO01_ODASAO,0.49010208546098966,1_1
ODAVUN01_ODAVUN,18.25567910884274,1_1
ODEROH01_ODEROH06,3.6870946703559184,1_1
ODIGOZ01_ODIGOZ,0.2500788754879295,1_1
OFIMEW01_OFIMEW,13.23217868504912,1_1
OFOGAR01_OFOGAR,3.493647829722022,1_1
OFOJOI01_OFOJOI,7.876476399815147e-05,2_1
OGEPUM01_OGEPUM,5.2510041655295936e-05,1_1
OHADAD01_OHADAD,6.526389135055524,1_1
OHENOE01_OHENOE,23.193176031562587,2_1
OHOZOB01_OHOZOB,5.284895205199177,1_1
OHUZUO01_OHUZUO02,1.5467083050558301,1_4
OHUZUO01_OHUZUO,1.546737185548892,1_2
OHUZUO02_OHUZUO,1.5467345599274154,2_2
OLATUR01_OLATUR,13.366814324995744,1_1
OMEFAN01_OMEFAN,2.1455848547974483,1_1
OMIYEO02_OMIYEO,7.87650624829439e-05,1_2
ONITAN01_ONITAN03,0.001609431493250213,2_1
OQENOP01_OQENOP,11.764839243930282,1_1
OQUPUM01_OQUPUM,0.00010502008331059187,1_1
OROGEJ01_OROGEJ,0.5518013348574868,1_1
OTAMAY01_OTAMAY,0.009950644834589184,1_1
OVEPUC01_OVEPUC,1.327111485019259,1_1
OWOHAL01_OWOHAL,2.9925685296343545,2_1
OZODUE01_OZODUE,2.267633848027174,1_1
PACFOO01_PACFOO,0.00010764555554487742,1_1
PAHDEI01_PAHDEI,14.717581564976172,1_1
PAMTAY01_PAMTAY,0.0003938244169603422,2_1
PAMVIK01_PAMVIK03,0.928376800402134,1_1
PAMVIK01_PAMVIK04,5.250944468571106e-05,1_2
PAMVIK01_PAMVIK,0.0002888049306193352,1_1
PAMVIK03_PAMVIK04,0.9284293098468197,1_2
PAMVIK03_PAMVIK,0.9286656053327533,1_1
PAMVIK04_PAMVIK,0.0002888049306193352,1_1
PAQMIE01_PAQMIE,0.010349721091472475,1_1
PAWHEC01_PAWHEC,5.2510041655295936e-05,1_1
PAZTUI01_PAZTUI,1.7017178248972868,2_1
PBBTAZ02_PBBTAZ,0.02286810493330904,1_1
PCHSAN01_PCHSAN,7.876416702856659e-05,1_1
PDABZA02_PDABZA03,0.0013153756181623066,2_2
PEDTUP01_PEDTUP02,1.4116788399460347,1_1
PEFGIR01_PEFGIR02,0.08886004769800593,1_1
PEFGIR01_PEFGIR03,2.5306380597320413,1_1
PEFGIR02_PEFGIR03,2.4417780120340353,1_1
PEFKAO01_PEFKAO,12.030854904822718,1_1
PEFKOC01_PEFKOC,0.00036757029158707155,1_1
PEFKUI01_PEFKUI,0.000446335055585223,1_1
PEJCAJ01_PEJCAJ,0.2136028034976789,2_1
PEJHOD01_PEJHOD,0.00010502008331059187,1_1
PEJJOF01_PEJJOF02,0.0,1_1
PEJJOF01_PEJJOF,0.008112795167562581,1_1
PEJJOF02_PEJJOF,0.008112795167562581,1_1
PHBARB06_PHBARB12,7.075428443871033,2_2
PHBARB06_PHBARB14,0.0008769169792799403,1_2
PHBARB12_PHBARB14,7.075333925975144,2_2
PHENOL03_PHENOL11,0.0005933629931291762,3_3
PHPENA02_PHPENA,3.8848394535115744,2_2
PIPINE12_PIPINE13,1.1834572524327314,2_2
POFHUN01_POFHUN,6.826317354580169e-05,1_2
POFLAX01_POFLAX,0.7091633030428284,1_1
POFPAC01_POFPAC,0.001444025250066261,1_1
POFRAE01_POFRAE,4.7300561667302645,1_1
POHJON01_POHJON,11.084808490029332,2_1
POPFAC01_POPFAC,1.2720547502209456,1_1
POPJUA01_POPJUA,0.0003150602499317756,1_1
POWWUW01_POWWUW,11.613636699870199,1_1
POXHYN10_POXHYN11,0.6623427615025435,1_1
PUBMUU01_PUBMUU07,11.447468805280778,1_1
PUBMUU01_PUBMUU25,5.286864330268827,1_1
PUBMUU07_PUBMUU25,6.160604475011951,1_1
PUFSIT01_PUFSIT,2.336537469945142,1_1
PUGVUK01_PUGVUK,8.006068425217904,1_1
PUGWUK01_PUGWUK,3.1319589505396834,1_2
PUKPUH01_PUKPUH,0.0002625496113068948,1_1
PULNUF01_PULNUF,7.571075584596883,1_1
PUQYOQ01_PUQYOQ02,0.0002625496113068948,1_2
PUQYOQ01_PUQYOQ03,2.803535154986889,1_1
PUQYOQ01_PUQYOQ,0.00010502008331059187,1_1
PUQYOQ02_PUQYOQ03,2.8036401750702,1_1
PUQYOQ02_PUQYOQ,0.0003675696946174867,2_1
PUQYOQ03_PUQYOQ,2.8036401750702,1_1
PURSEB01_PURSEB02,11.870699405525556,1_1
PURSEB01_PURSEB,6.730049170135317,1_1
PURSEB02_PURSEB,5.14065023539024,1_1
QAHWUU03_QAHWUU,0.954151333544246,1_2
QAKZUY01_QAKZUY,1.28008878062451,1_1
QARZOB01_QARZOB,0.0,1_1
QAXMEH02_QAXMEH04,2.583675784891284,1_1
QAXMEH02_QAXMEH05,2.625472234285553e-05,1_1
QAXMEH02_QAXMEH12,2.5836495295719715,1_1
QAXMEH02_QAXMEH19,2.5837020396136268,1_1
QAXMEH02_QAXMEH31,0.00015752952799630293,1_1
QAXMEH02_QAXMEH32,7.876476399815147e-05,1_1
QAXMEH02_QAXMEH34,0.000105019486341007,1_1
QAXMEH02_QAXMEH52,2.5836495295719715,1_1
QAXMEH02_QAXMEH53,2.5836232748496286,1_1
QAXMEH04_QAXMEH05,2.583649530168941,1_1
QAXMEH04_QAXMEH12,2.6255319312440406e-05,1_1
QAXMEH04_QAXMEH19,2.625472234285553e-05,1_1
QAXMEH04_QAXMEH31,2.5835445100856305,1_2
QAXMEH04_QAXMEH32,2.5835970201272858,1_1
QAXMEH04_QAXMEH34,2.583570765404943,1_1
QAXMEH04_QAXMEH52,2.6255319312440406e-05,1_1
QAXMEH04_QAXMEH53,5.2510041655295936e-05,1_1
QAXMEH05_QAXMEH12,2.5836232748496286,1_1
QAXMEH05_QAXMEH19,2.583675784891284,1_1
QAXMEH05_QAXMEH31,0.0001312748056534474,1_1
QAXMEH05_QAXMEH32,5.2510041655295936e-05,1_1
QAXMEH05_QAXMEH34,7.876476399815147e-05,1_1
QAXMEH05_QAXMEH52,2.5836232748496286,1_1
QAXMEH05_QAXMEH53,2.5835970201272858,1_1
QAXMEH12_QAXMEH19,5.2510041655295936e-05,1_1
QAXMEH12_QAXMEH31,2.583518254766318,1_2
QAXMEH12_QAXMEH32,2.5835707648079733,1_1
QAXMEH12_QAXMEH34,2.5835445100856305,1_1
QAXMEH12_QAXMEH52,0.0,1_1
QAXMEH12_QAXMEH53,2.625472234285553e-05,1_1
QAXMEH19_QAXMEH31,2.5835707648079733,1_2
QAXMEH19_QAXMEH32,2.5836232748496286,1_1
QAXMEH19_QAXMEH34,2.5835970201272858,1_1
QAXMEH19_QAXMEH52,5.2510041655295936e-05,1_1
QAXMEH19_QAXMEH53,7.876476399815147e-05,1_1
QAXMEH31_QAXMEH32,7.876476399815147e-05,1_1
QAXMEH31_QAXMEH34,5.2510041655295936e-05,1_1
QAXMEH31_QAXMEH52,2.583518254766318,2_1
QAXMEH31_QAXMEH53,2.583492000043975,2_1
QAXMEH32_QAXMEH34,2.625472234285553e-05,1_1
QAXMEH32_QAXMEH52,2.5835707648079733,1_1
QAXMEH32_QAXMEH53,2.5835445100856305,1_1
QAXMEH34_QAXMEH52,2.5835445100856305,1_1
QAXMEH34_QAXMEH53,2.5835182553632876,1_1
QAXMEH52_QAXMEH53,2.625472234285553e-05,1_1
QAYVIY01_QAYVIY,2.1003777874284424e-05,1_1
QEDTIC01_QEDTIC,3230.676657791926,1_1
QEGBUB01_QEGBUB,0.15416935992118397,1_1
QELQOO02_QELQOO,7.0994964024502565,1_1
QERNAF01_QERNAF,0.00018378544427832821,1_1
QESZUK01_QESZUK,0.10583390508202228,1_1
QEZGIO01_QEZGIO,9.569159850584583,1_1
QIBMUM01_QIBMUM04,2.625472234285553e-05,1_1
QIBMUM01_QIBMUM,7.876476399815147e-05,1_1
QIBMUM04_QIBMUM,5.2510041655295936e-05,1_1
QICMEX01_QICMEX,0.6005043599882356,1_1
QIFJAS01_QIFJAS02,0.9208153597764976,1_1
QIFJAS01_QIFJAS,3.135818435318015,1_1
QIFJAS02_QIFJAS,2.2150030755415173,1_1
QILKUT01_QILKUT02,2.2216193348203888,1_2
QINCUL01_QINCUL,0.0019166144310247546,1_1
QNACRD04_QNACRD06,7.876476399815147e-05,1_1
QNACRD04_QNACRD07,0.026281255253024938,1_1
QNACRD06_QNACRD07,0.02636002001702309,1_1
QOGNEF01_QOGNEF,2.625472234285553e-05,1_1
QOHBEV01_QOHBEV,0.4092550634932195,1_1
QOVREZ01_QOVREZ,0.8795424998687622,1_1
QQQDVM02_QQQDVM03,16.79550728452955,1_1
QUBPAF02_QUBPAF,22.503764365376128,1_1
QUNDIO01_QUNDIO,3.2126510669592676,1_1
QUZREJ02_QUZREJ,7.876476399815147e-05,2_1
RADTEW01_RADTEW02,3.431659774797936,1_1
RAMGOB01_RAMGOB02,1.5753131890505756e-05,1_1
RAPFEW01_RAPFEW,29.170670259670942,1_1
RASXIS01_RASXIS,7.876476399815147e-05,1_1
RECQOH01_RECQOH,19.88779493053653,1_1
REFGIS01_REFGIS,0.005854864868808818,1_1
RELBUI01_RELBUI,0.00013127540262303228,1_1
RENNOQ01_RENNOQ,2.625472234285553e-05,1_1
RENPAE01_RENPAE,1.922732415312339,1_1
REPWUG01_REPWUG,0.26984888975448484,1_1
REWDOM01_REWDOM,6.390335725178147,1_1
REYTEU01_REYTEU,0.3806974999342856,1_1
RIHVUZ01_RIHVUZ,1.2349826900638163,1_1
RIJJEC01_RIJJEC,0.009793114709623296,1_1
RIJZOC01_RIJZOC,0.813589940083034,1_1
RIPDOM01_RIPDOM,5.250944468571106e-05,1_1
ROKCEZ01_ROKCEZ,3.5417207349498767,1_1
RUCJUV04_RUCJUV,2.6255319312440406e-05,1_1
RUFHIK02_RUFHIK,7.123401579960046,1_1
RUPJOD01_RUPJOD,0.06330080477152933,1_1
RUQJEU01_RUQJEU,0.2738396499354394,1_1
RUXWAI01_RUXWAI,13.952274569690644,1_1
SAGXOP01_SAGXOP03,0.00013127540262303228,1_1
SAGXOP01_SAGXOP,5.2510041655295936e-05,1_1
SAGXOP03_SAGXOP,7.876536096773634e-05,1_1
SAMPYM01_SAMPYM,0.4250421951894623,1_1
SAPDAQ02_SAPDAQ,35.77595566993023,1_1
SAPJAV01_SAPJAV,1.0765862750727138,1_1
SAPNII01_SAPNII,0.0002888049306193352,1_1
SAWKIL01_SAWKIL,0.0,1_1
SEBTAU01_SEBTAU,0.4676015502222981,1_1
SELJOI01_SELJOI,0.7034764704864074,1_1
SEPBAS01_SEPBAS,0.08167930502361287,1_1
SERSOZ01_SERSOZ,1.8415256994696847,1_1
SESYAR01_SESYAR,0.000890044340451368,1_1
SEVGUV01_SEVGUV,2.449003388034896,1_1
SEWYIF01_SEWYIF,0.00018378484730874334,1_1
SEYYIG03_SEYYIG,0.9153805749424464,1_1
SIBTAZ01_SIBTAZ,5.250944468571106e-05,1_1
SICXIL01_SICXIL,0.08745540482993874,1_1
SIFLOI01_SIFLOI,0.0005251004165529594,1_1
SIHNII01_SIHNII,0.45906867531846274,1_1
SILTOW11_SILTOW12,5.459543464650778,1_1
SILTOW11_SILTOW,3.5334241549350054,1_1
SILTOW12_SILTOW,8.992967619585784,1_1
SILTUC01_SILTUC,4.725909718672483e-05,1_1
SILXUG01_SILXUG02,11.058606000137274,1_1
SIMLIK01_SIMLIK,4.695627985170631,1_1
SIMXUI01_SIMXUI,2.765772588468508,1_1
SIRDUT01_SIRDUT,0.1368148051828939,1_1
SIRMIQ01_SIRMIQ,0.0014177699307538205,1_1
SISSOE01_SISSOE,29.637221610254073,1_1
SIWDEH01_SIWDEH,11.793509705183169,1_1
SLFNMA01_SLFNMA04,0.5982201752656238,1_1
SLFNMB01_SLFNMB05,2.6255319312440406e-05,1_1
SLFNMB01_SLFNMB08,0.0003675696946174867,1_1
SLFNMB05_SLFNMB08,0.0003938250139299271,1_1
SOBPEE01_SOBPEE02,5.2510041655295936e-05,1_1
SOBPEE01_SOBPEE,0.00013652604860681095,1_1
SOBPEE02_SOBPEE,8.401600695151501e-05,1_1
SOHXAO01_SOHXAO,2.3629250108569977e-05,1_1
SOJHIL01_SOJHIL,0.4265124751618714,1_1
SOLPUF01_SOLPUF,17.298815635019878,1_1
SOPPEU01_SOPPEU,6.461381754825652,1_1
SOXQUS01_SOXQUS,1.305004775092982,1_1
SOYSAB01_SOYSAB,8.019715774059875,1_1
STARAC05_STARAC08,2.625472234285553e-06,1_1
SUBTIS02_SUBTIS03,2.255225734616147,1_1
SUCQOW01_SUCQOW,3.5031101319452773,1_1
SUDXAS01_SUDXAS,10.437885289632959,1_1
SUPBEK03_SUPBEK,3.659999509755721,1_1
SUTHAZ07_SUTHAZ30,0.6962826001523581,1_1
SUTHAZ07_SUTHAZ37,0.6963613649163563,1_1
SUTHAZ30_SUTHAZ37,7.876476399815147e-05,1_1
SUWMIG02_SUWMIG03,0.00023629488896403927,1_1
SUYNAB02_SUYNAB,0.00032556213886891783,1_1
TACRIB04_TACRIB05,6.866417639665656,1_1
TADLIU01_TADLIU02,5.3593543845694285,1_1
TADLIU01_TADLIU03,0.0025204802085454503,1_1
TADLIU01_TADLIU04,0.002100399875303083,1_1
TADLIU02_TADLIU03,5.361874864777974,1_1
TADLIU02_TADLIU04,5.357253984694125,1_1
