filename,energy
EBYBUA_m_1_gas_xR,-867.505846862
EBYBUA_m_1_water_R,-867.51483869
EBYBUA_m_1_water_xR,-867.515783513
ECOGUA01_m_1_gas_R,-882.411748716
ECOGUA01_m_1_gas_xR,-882.411748716
ECOGUA01_m_1_water_R,-882.435183466
ECOGUA01_m_1_water_xR,-882.435183466
ECOGUA_m_1_gas_R,-882.414861643
ECOGUA_m_1_gas_xR,-882.414861643
ECOGUA_m_1_water_R,-882.436687561
ECOGUA_m_1_water_xR,-882.436687561
ECOGUA_m_2_gas_R,-882.41486165
ECOGUA_m_2_gas_xR,-882.41486165
ECOGUA_m_2_water_R,-882.436687582
ECOGUA_m_2_water_xR,-882.436687582
EFAWIT01_m_1_gas_R,-1021.61648834
EFAWIT01_m_1_gas_xR,-1021.6190492
EFAWIT01_m_1_water_R,-1021.64944611
EFAWIT01_m_1_water_xR,-1021.6510549
EFAWIT01_m_2_gas_R,-1021.61716402
EFAWIT01_m_2_gas_xR,-1021.61904921
EFAWIT01_m_2_water_R,-1021.64968115
EFAWIT01_m_2_water_xR,-1021.65105521
EFAWIT_m_1_gas_R,-1021.61661121
EFAWIT_m_1_gas_xR,-1021.61909794
EFAWIT_m_1_water_R,-1021.64841073
EFAWIT_m_1_water_xR,-1021.6502392
EFIKOU02_m_1_gas_R,-1225.46902307
EFIKOU02_m_1_gas_xR,-1225.47071483
EFIKOU02_m_1_water_R,-1225.50885237
EFIKOU02_m_1_water_xR,-1225.51345103
EFIKOU_m_1_gas_R,-1225.4648675
EFIKOU_m_1_gas_xR,-1225.46624324
EFIKOU_m_1_water_R,-1225.51094336
EFIKOU_m_1_water_xR,-1225.51403911
EFUPEB01_m_1_gas_R,-1155.65107363
EFUPEB01_m_1_gas_xR,-1155.65618389
EFUPEB01_m_1_water_R,-1155.69438418
EFUPEB01_m_1_water_xR,-1155.69538901
EFUPEB_m_1_gas_R,-1155.65308919
EFUPEB_m_1_gas_xR,-1155.65555225
EFUPEB_m_1_water_R,-1155.69109708
EFUPEB_m_1_water_xR,-1155.69297887
EGLDBZ10_m_1_gas_R,-918.726218354
EGLDBZ10_m_1_gas_xR,-918.726568648
EGLDBZ10_m_1_water_R,-918.739569927
EGLDBZ10_m_1_water_xR,-918.739871149
EGLDBZ11_m_1_gas_R,-918.726476709
EGLDBZ11_m_1_gas_xR,-918.726568614
EGLDBZ11_m_1_water_R,-918.739819631
EGLDBZ11_m_1_water_xR,-918.739870998
EGOPIB01_m_1_gas_R,-2484.71004277
EGOPIB01_m_1_gas_xR,-2484.71004285
EGOPIB01_m_1_water_R,-2484.71587878
EGOPIB01_m_1_water_xR,-2484.71587878
EGOPIB01_m_2_gas_R,-2484.70995311
EGOPIB01_m_2_gas_xR,-2484.70995313
EGOPIB01_m_2_water_R,-2484.71588465
EGOPIB01_m_2_water_xR,-2484.71588464
EGOPIB_m_1_gas_R,-2484.70484614
EGOPIB_m_1_gas_xR,-2484.70484614
EGOPIB_m_1_water_R,-2484.71588463
EGOPIB_m_1_water_xR,-2484.71588463
EHANOT01_m_1_gas_R,-1545.79016414
EHANOT01_m_1_gas_xR,-1545.79222488
EHANOT01_m_1_water_R,-1545.81454243
EHANOT01_m_1_water_xR,-1545.81617063
EHANOT_m_1_gas_R,-1545.79119778
EHANOT_m_1_gas_xR,-1545.79222489
EHANOT_m_1_water_R,-1545.81519568
EHANOT_m_1_water_xR,-1545.81617056
EHULAV01_m_1_gas_R,-1225.81308137
EHULAV01_m_1_gas_xR,-1225.81498548
EHULAV01_m_1_water_R,-1225.84001658
EHULAV01_m_1_water_xR,-1225.84186895
EHULAV_m_1_gas_R,-1225.81330796
EHULAV_m_1_gas_xR,-1225.81498549
EHULAV_m_1_water_R,-1225.84011749
EHULAV_m_1_water_xR,-1225.84186899
EJEQAL04_m_1_gas_R,-1351.17988896
EJEQAL04_m_1_gas_xR,-1351.18438808
EJEQAL04_m_1_water_R,-1351.20963019
EJEQAL04_m_1_water_xR,-1351.21417738
EJEQAL04_m_2_gas_R,-1351.18206471
EJEQAL04_m_2_gas_xR,-1351.18696257
EJEQAL04_m_2_water_R,-1351.20979782
EJEQAL04_m_2_water_xR,-1351.21718214
EJEQAL08_m_1_gas_R,-1351.17959235
EJEQAL08_m_1_gas_xR,-1351.18399073
EJEQAL08_m_1_water_R,-1351.20904014
EJEQAL08_m_1_water_xR,-1351.21344617
ELOJOG01_m_1_gas_R,-855.671551555
ELOJOG01_m_1_gas_xR,-855.672629503
ELOJOG01_m_1_water_R,-855.698842844
ELOJOG01_m_1_water_xR,-855.699510504
ELOJOG_m_1_gas_R,-855.66893656
ELOJOG_m_1_gas_xR,-855.670968649
ELOJOG_m_1_water_R,-855.697456752
ELOJOG_m_1_water_xR,-855.699088155
ELOJOG_m_2_gas_R,-855.671068361
ELOJOG_m_2_gas_xR,-855.671486519
ELOJOG_m_2_water_R,-855.698678817
ELOJOG_m_2_water_xR,-855.699173879
EMAKUY01_m_1_gas_R,-5395.65647159
EMAKUY01_m_1_gas_xR,-5395.65960588
EMAKUY01_m_1_water_R,-5395.66474215
EMAKUY01_m_1_water_xR,-5395.66799681
EMAKUY_m_1_gas_R,-5395.65582971
EMAKUY_m_1_gas_xR,-5395.65958299
EMAKUY_m_1_water_R,-5395.66463443
EMAKUY_m_1_water_xR,-5395.66799686
EMULAB01_m_1_gas_R,-1151.65564898
EMULAB01_m_1_gas_xR,-1151.65658896
EMULAB01_m_1_water_R,-1151.67432636
EMULAB01_m_1_water_xR,-1151.67488504
EMULAB_m_1_gas_R,-1151.65616781
EMULAB_m_1_gas_xR,-1151.65683356
EMULAB_m_1_water_R,-1151.67450944
EMULAB_m_1_water_xR,-1151.67486459
ENIZIK01_m_1_gas_R,-1149.15002487
ENIZIK01_m_1_gas_xR,-1149.15630079
ENIZIK01_m_1_water_R,-1149.19112688
ENIZIK01_m_1_water_xR,-1149.19140976
ENSULF01_m_1_gas_R,-3731.11211745
ENSULF01_m_1_gas_xR,-3731.11211745
ENSULF01_m_1_water_R,-3731.12518055
ENSULF01_m_1_water_xR,-3731.12518055
ENSULF02_m_1_gas_R,-3731.11211747
ENSULF02_m_1_gas_xR,-3731.11211747
ENSULF02_m_1_water_R,-3731.1251804
ENSULF02_m_1_water_xR,-3731.1251804
ENSULF03_m_1_gas_R,-3731.11263936
ENSULF03_m_1_gas_xR,-3731.11263936
ENSULF03_m_1_water_R,-3731.12362471
ENSULF03_m_1_water_xR,-3731.12362471
ENSULF03_m_2_gas_R,-3731.11263937
ENSULF03_m_2_gas_xR,-3731.11263937
ENSULF03_m_2_water_R,-3731.12362453
ENSULF03_m_2_water_xR,-3731.12362453
EPANEQ02_m_1_gas_R,-3389.11700042
EPANEQ02_m_1_gas_xR,-3389.11928475
EPANEQ02_m_1_water_R,-3389.13529757
EPANEQ02_m_1_water_xR,-3389.13887662
EPANEQ_m_1_gas_R,-3389.10364488
EPANEQ_m_1_gas_xR,-3389.11938088
EPANEQ_m_1_water_R,-3389.12155855
EPANEQ_m_1_water_xR,-3389.13927407
EPIFAM01_m_1_gas_R,-1491.2672685
EPIFAM01_m_1_gas_xR,-1491.26827016
EPIFAM01_m_1_water_R,-1491.28728241
EPIFAM01_m_1_water_xR,-1491.2879798
EPIFAM_m_1_gas_R,-1491.26699161
EPIFAM_m_1_gas_xR,-1491.26831467
EPIFAM_m_1_water_R,-1491.28695364
EPIFAM_m_1_water_xR,-1491.28804634
EQUZIZ01_m_1_gas_R,-1127.82646282
EQUZIZ01_m_1_gas_xR,-1127.83162959
EQUZIZ01_m_1_water_R,-1127.8527649
EQUZIZ01_m_1_water_xR,-1127.8495429
EQUZIZ_m_1_gas_R,-1127.82071017
EQUZIZ_m_1_gas_xR,-1127.82184749
EQUZIZ_m_1_water_R,-1127.84583636
EQUZIZ_m_1_water_xR,-1127.84987845
EQUZIZ_m_2_gas_R,-1127.81817363
EQUZIZ_m_2_gas_xR,-1127.82184748
EQUZIZ_m_2_water_R,-1127.84412277
EQUZIZ_m_2_water_xR,-1127.84988186
ERIXAE01_m_1_gas_R,-1174.10534916
ERIXAE01_m_1_gas_xR,-1174.11216164
ERIXAE01_m_1_water_R,-1174.15312453
ERIXAE01_m_1_water_xR,-1174.15626262
ERIXAE_m_1_gas_R,-1174.10520976
ERIXAE_m_1_gas_xR,-1174.11271486
ERIXAE_m_1_water_R,-1174.15245873
ERIXAE_m_1_water_xR,-1174.15453362
ESIVOR01_m_1_gas_R,-1535.07788268
ESIVOR01_m_1_gas_xR,-1535.07974
ESIVOR01_m_1_water_R,-1535.09567114
ESIVOR01_m_1_water_xR,-1535.09724397
ESIVOR_m_1_gas_R,-1535.07634382
ESIVOR_m_1_gas_xR,-1535.07884804
ESIVOR_m_1_water_R,-1535.0933094
ESIVOR_m_1_water_xR,-1535.09573345
ESIWUY02_m_1_gas_R,-11662.6615076
ESIWUY02_m_1_gas_xR,-11662.6752192
ESIWUY02_m_1_water_R,-11662.6925417
ESIWUY02_m_1_water_xR,-11662.7052135
ESIWUY_m_1_gas_R,-11662.6669434
ESIWUY_m_1_gas_xR,-11662.6886945
ESIWUY_m_1_water_R,-11662.7010042
ESIWUY_m_1_water_xR,-11662.7146964
ESTRON11_m_1_gas_R,-849.318787536
ESTRON11_m_1_gas_xR,-849.318945241
ESTRON11_m_1_water_R,-849.338232774
ESTRON11_m_1_water_xR,-849.338382789
ESTRON14_m_1_gas_R,-849.319028497
ESTRON14_m_1_gas_xR,-849.319054118
ESTRON14_m_1_water_R,-849.338323118
ESTRON14_m_1_water_xR,-849.338364429
ETEDOX01_m_1_gas_R,-1860.24919892
ETEDOX01_m_1_gas_xR,-1860.25310298
ETEDOX01_m_1_water_R,-1860.27286144
ETEDOX01_m_1_water_xR,-1860.27991657
ETEDOX02_m_1_gas_R,-1860.24978826
ETEDOX02_m_1_gas_xR,-1860.25310298
ETEDOX02_m_1_water_R,-1860.27388369
ETEDOX02_m_1_water_xR,-1860.28193943
ETEDOX02_m_2_gas_R,-1860.24991983
ETEDOX02_m_2_gas_xR,-1860.25259831
ETEDOX02_m_2_water_R,-1860.27440026
ETEDOX02_m_2_water_xR,-1860.27665106
ETEDOX_m_1_gas_R,-1860.25057444
ETEDOX_m_1_gas_xR,-1860.25310296
ETEDOX_m_1_water_R,-1860.27743481
ETEDOX_m_1_water_xR,-1860.27991653
ETEXIK02_m_1_gas_R,-1183.66053205
ETEXIK02_m_1_gas_xR,-1183.67112011
ETEXIK02_m_1_water_R,-1183.70243652
ETEXIK02_m_1_water_xR,-1183.70321232
ETEXIK02_m_2_gas_R,-1183.66035914
ETEXIK02_m_2_gas_xR,-1183.67112012
ETEXIK02_m_2_water_R,-1183.70274506
ETEXIK02_m_2_water_xR,-1183.70320851
ETEXIK_m_1_gas_R,-1183.66054014
ETEXIK_m_1_gas_xR,-1183.67112011
ETEXIK_m_1_water_R,-1183.70291139
ETEXIK_m_1_water_xR,-1183.70321248
ETEXIK_m_2_gas_R,-1183.66046716
ETEXIK_m_2_gas_xR,-1183.67112011
ETEXIK_m_2_water_R,-1183.70257896
ETEXIK_m_2_water_xR,-1183.70321274
EVAWUU01_m_1_gas_R,-1468.63428159
EVAWUU01_m_1_gas_xR,-1468.6495693
EVAWUU01_m_1_water_R,-1468.6706317
EVAWUU01_m_1_water_xR,-1468.67199651
EVAWUU_m_1_gas_R,-1468.63427588
EVAWUU_m_1_gas_xR,-1468.63785652
EVAWUU_m_1_water_R,-1468.67065093
EVAWUU_m_1_water_xR,-1468.67199654
EVETUV01_m_1_gas_R,-1124.68431362
EVETUV01_m_1_gas_xR,-1124.68564524
EVETUV01_m_1_water_R,-1124.7010287
EVETUV01_m_1_water_xR,-1124.70250547
EVETUV_m_1_gas_R,-1124.68531348
EVETUV_m_1_gas_xR,-1124.68556893
EVETUV_m_1_water_R,-1124.70235342
EVETUV_m_1_water_xR,-1124.70248992
EVETUV_m_2_gas_R,-1124.68507443
EVETUV_m_2_gas_xR,-1124.68556894
EVETUV_m_2_water_R,-1124.70210342
EVETUV_m_2_water_xR,-1124.70248992
FABRAB10_m_1_gas_R,-1233.69318857
FABRAB10_m_1_gas_xR,-1233.69416984
FABRAB10_m_1_water_R,-1233.70057606
FABRAB10_m_1_water_xR,-1233.70171163
FABRAB11_m_1_gas_R,-1233.69369487
FABRAB11_m_1_gas_xR,-1233.69416989
FABRAB11_m_1_water_R,-1233.70160468
FABRAB11_m_1_water_xR,-1233.70171153
FACSEI01_m_1_gas_R,-954.717225432
FACSEI01_m_1_gas_xR,-954.717608818
FACSEI01_m_1_water_R,-954.732127559
FACSEI01_m_1_water_xR,-954.732597369
FACSEI_m_1_gas_R,-954.716197754
FACSEI_m_1_gas_xR,-954.716849552
FACSEI_m_1_water_R,-954.731821348
FACSEI_m_1_water_xR,-954.732704954
FACZIT01_m_1_gas_R,-924.257881546
FACZIT01_m_1_gas_xR,-924.257881546
FACZIT01_m_1_water_R,-924.271575765
FACZIT01_m_1_water_xR,-924.271575765
FACZIT_m_1_gas_R,-924.256214953
FACZIT_m_1_gas_xR,-924.256214953
FACZIT_m_1_water_R,-924.27271117
FACZIT_m_1_water_xR,-924.27271117
FADWUC01_m_1_gas_R,-3852.21312127
FADWUC01_m_1_gas_xR,-3852.3333908
FADWUC01_m_1_water_R,-3852.22938601
FADWUC01_m_1_water_xR,-3852.34836813
FADWUC_m_1_gas_R,-3852.32428537
FADWUC_m_1_gas_xR,-3852.32784611
FADWUC_m_1_water_R,-3852.3431821
FADWUC_m_1_water_xR,-3852.34611546
FAFMOQ01_m_1_gas_R,-1020.32033949
FAFMOQ01_m_1_gas_xR,-1020.32164958
FAFMOQ01_m_1_water_R,-1020.35177637
FAFMOQ01_m_1_water_xR,-1020.35533134
FAFMOQ_m_1_gas_R,-1020.32081771
FAFMOQ_m_1_gas_xR,-1020.3218878
FAFMOQ_m_1_water_R,-1020.35162961
FAFMOQ_m_1_water_xR,-1020.35369427
FAHNOR05_m_1_gas_R,-1638.69320198
FAHNOR05_m_1_gas_xR,-1638.69343878
FAHNOR05_m_1_water_R,-1638.72820374
FAHNOR05_m_1_water_xR,-1638.72831426
FAHNOR_m_1_gas_R,-1638.69397838
FAHNOR_m_1_gas_xR,-1638.69398591
FAHNOR_m_1_water_R,-1638.73042231
FAHNOR_m_1_water_xR,-1638.73062212
FARPOF01_m_1_gas_R,-2405.50079332
FARPOF01_m_1_gas_xR,-2405.50539986
FARPOF01_m_1_water_R,-2405.52654792
FARPOF01_m_1_water_xR,-2405.53035899
FARPOF02_m_1_gas_R,-2405.49814907
FARPOF02_m_1_gas_xR,-2405.50533758
FARPOF02_m_1_water_R,-2405.52557479
FARPOF02_m_1_water_xR,-2405.53033526
FARPOF_m_1_gas_R,-2405.50319204
FARPOF_m_1_gas_xR,-2405.50539992
FARPOF_m_1_water_R,-2405.52872697
FARPOF_m_1_water_xR,-2405.53035903
FARRUM02_m_1_gas_R,-1856.95692825
FARRUM02_m_1_gas_xR,-1856.95883542
FARRUM02_m_1_water_R,-1856.98968358
FARRUM02_m_1_water_xR,-1856.99301095
FARRUM03_m_1_gas_R,-1856.95755762
FARRUM03_m_1_gas_xR,-1856.9585749
FARRUM03_m_1_water_R,-1856.99212633
FARRUM03_m_1_water_xR,-1856.99274995
FAZTAC01_m_1_gas_R,-1480.97686479
FAZTAC01_m_1_gas_xR,-1480.97771698
FAZTAC01_m_1_water_R,-1481.00437933
FAZTAC01_m_1_water_xR,-1481.00460783
FAZTAC01_m_2_gas_R,-1480.97463394
FAZTAC01_m_2_gas_xR,-1480.97771698
FAZTAC01_m_2_water_R,-1481.00432908
FAZTAC01_m_2_water_xR,-1481.00460781
FAZTAC_m_1_gas_R,-1480.97339471
FAZTAC_m_1_gas_xR,-1480.97573294
FAZTAC_m_1_water_R,-1481.00089453
FAZTAC_m_1_water_xR,-1481.00290853
FBPAZD02_m_1_gas_R,-1306.18642869
FBPAZD02_m_1_gas_xR,-1306.18741206
FBPAZD02_m_1_water_R,-1306.21710234
FBPAZD02_m_1_water_xR,-1306.21954371
FBPAZD07_m_1_gas_R,-1306.18488454
FBPAZD07_m_1_gas_xR,-1306.18528735
FBPAZD07_m_1_water_R,-1306.2188647
FBPAZD07_m_1_water_xR,-1306.22012383
FDMUPD10_m_1_gas_R,-1184.93297122
FDMUPD10_m_1_gas_xR,-1184.93410901
FDMUPD10_m_1_water_R,-1184.9619585
FDMUPD10_m_1_water_xR,-1184.9638171
FDMUPD11_m_1_gas_R,-1184.93863089
FDMUPD11_m_1_gas_xR,-1184.9394198
FDMUPD11_m_1_water_R,-1184.9668732
FDMUPD11_m_1_water_xR,-1184.96778769
FECPUB01_m_1_gas_R,-1272.55715116
FECPUB01_m_1_gas_xR,-1272.55733562
FECPUB01_m_1_water_R,-1272.5753558
FECPUB01_m_1_water_xR,-1272.5755232
FECPUB01_m_2_gas_R,-1272.55730739
FECPUB01_m_2_gas_xR,-1272.55733556
FECPUB01_m_2_water_R,-1272.57549448
FECPUB01_m_2_water_xR,-1272.5755232
FECPUB_m_1_gas_R,-1272.55724867
FECPUB_m_1_gas_xR,-1272.55733557
FECPUB_m_1_water_R,-1272.57543088
FECPUB_m_1_water_xR,-1272.5755231
FEFREP01_m_1_gas_R,-1591.81569268
FEFREP01_m_1_gas_xR,-1591.81569268
FEFREP01_m_1_water_R,-1591.82258593
FEFREP01_m_1_water_xR,-1591.82258593
FEFREP02_m_1_gas_R,-1591.81569267
FEFREP02_m_1_gas_xR,-1591.81569267
FEFREP02_m_1_water_R,-1591.82678235
FEFREP02_m_1_water_xR,-1591.82678235
FEFREP02_m_2_gas_R,-1591.81569268
FEFREP02_m_2_gas_xR,-1591.81569263
FEFREP02_m_2_water_R,-1591.82678235
FEFREP02_m_2_water_xR,-1591.82678235
FEFREP02_m_3_gas_R,-1591.81569268
FEFREP02_m_3_gas_xR,-1591.81569268
FEFREP02_m_3_water_R,-1591.82678232
FEFREP02_m_3_water_xR,-1591.82678232
FEFREP03_m_1_gas_R,-1591.81569264
FEFREP03_m_1_gas_xR,-1591.81569264
FEFREP03_m_1_water_R,-1591.82678234
FEFREP03_m_1_water_xR,-1591.82678234
FEFREP03_m_2_gas_R,-1591.81569251
FEFREP03_m_2_gas_xR,-1591.81569251
FEFREP03_m_2_water_R,-1591.82678233
FEFREP03_m_2_water_xR,-1591.82678233
FEFREP_m_1_gas_R,-1591.81569268
FEFREP_m_1_gas_xR,-1591.81569268
FEFREP_m_1_water_R,-1591.82678234
FEFREP_m_1_water_xR,-1591.82678234
FEGHAA06_m_1_gas_R,-535.161569319
FEGHAA06_m_1_gas_xR,-535.162178284
FEGHAA06_m_1_water_R,-535.178702296
FEGHAA06_m_1_water_xR,-535.179822717
FEGHAA06_m_2_gas_R,-535.15882506
FEGHAA06_m_2_gas_xR,-535.162178275
FEGHAA06_m_2_water_R,-535.178260962
FEGHAA06_m_2_water_xR,-535.180359362
FEGHAA07_m_1_gas_R,-535.161845716
FEGHAA07_m_1_gas_xR,-535.162178186
FEGHAA07_m_1_water_R,-535.178081429
FEGHAA07_m_1_water_xR,-535.180359373
FEGHAA07_m_2_gas_R,-535.156106078
FEGHAA07_m_2_gas_xR,-535.162178282
FEGHAA07_m_2_water_R,-535.176774001
FEGHAA07_m_2_water_xR,-535.179968303
FEGHAA14_m_1_gas_R,-535.16194976
FEGHAA14_m_1_gas_xR,-535.162178291
FEGHAA14_m_1_water_R,-535.179485248
FEGHAA14_m_1_water_xR,-535.180359317
FEGHAA14_m_2_gas_R,-535.15921921
FEGHAA14_m_2_gas_xR,-535.162178254
FEGHAA14_m_2_water_R,-535.178801883
FEGHAA14_m_2_water_xR,-535.180359364
FEGWAP01_m_1_gas_R,-882.97877384
FEGWAP01_m_1_gas_xR,-882.98738608
FEGWAP01_m_1_water_R,-883.009855351
FEGWAP01_m_1_water_xR,-883.011895272
FEGWAP_m_1_gas_R,-882.982411347
FEGWAP_m_1_gas_xR,-882.987386003
FEGWAP_m_1_water_R,-883.01071345
FEGWAP_m_1_water_xR,-883.011895259
FEHKOS01_m_1_gas_R,-1425.17801922
FEHKOS01_m_1_gas_xR,-1425.1854688
FEHKOS01_m_1_water_R,-1425.21640108
FEHKOS01_m_1_water_xR,-1425.21984268
FEHKOS_m_1_gas_R,-1425.17680048
FEHKOS_m_1_gas_xR,-1425.18017487
FEHKOS_m_1_water_R,-1425.21495044
FEHKOS_m_1_water_xR,-1425.21869248
FEMMAL01_m_1_gas_R,-3645.24999603
FEMMAL01_m_1_gas_xR,-3645.25032228
FEMMAL01_m_1_water_R,-3645.27709736
FEMMAL01_m_1_water_xR,-3645.27761627
FEMMAL_m_1_gas_R,-3645.2488391
FEMMAL_m_1_gas_xR,-3645.25286812
FEMMAL_m_1_water_R,-3645.27682737
FEMMAL_m_1_water_xR,-3645.27886326
FEPROJ01_m_1_gas_R,-992.510967249
FEPROJ01_m_1_gas_xR,-992.512471153
FEPROJ01_m_1_water_R,-992.527977916
FEPROJ01_m_1_water_xR,-992.530228423
FEPROJ02_m_1_gas_R,-992.511879278
FEPROJ02_m_1_gas_xR,-992.512471145
FEPROJ02_m_1_water_R,-992.529155099
FEPROJ02_m_1_water_xR,-992.530228379
FEPROJ_m_1_gas_R,-992.50645672
FEPROJ_m_1_gas_xR,-992.510592679
FEPROJ_m_1_water_R,-992.528440953
FEPROJ_m_1_water_xR,-992.528556892
FEVKAT01_m_1_gas_R,-1436.64816656
FEVKAT01_m_1_gas_xR,-1436.65099159
FEVKAT01_m_1_water_R,-1436.68564239
FEVKAT01_m_1_water_xR,-1436.68784459
FEVKAT_m_1_gas_R,-1436.64596252
FEVKAT_m_1_gas_xR,-1436.65455832
FEVKAT_m_1_water_R,-1436.68697655
FEVKAT_m_1_water_xR,-1436.68724189
FEVWUY01_m_1_gas_R,-1265.39399401
FEVWUY01_m_1_gas_xR,-1265.3946058
FEVWUY01_m_1_water_R,-1265.41648289
FEVWUY01_m_1_water_xR,-1265.41695307
FEVWUY01_m_2_gas_R,-1265.39308273
FEVWUY01_m_2_gas_xR,-1265.39460576
FEVWUY01_m_2_water_R,-1265.41611057
FEVWUY01_m_2_water_xR,-1265.41695308
FEVWUY_m_1_gas_R,-1265.39227259
FEVWUY_m_1_gas_xR,-1265.39463197
FEVWUY_m_1_water_R,-1265.41520415
FEVWUY_m_1_water_xR,-1265.4164254
FEYBIU01_m_1_gas_R,-1119.71049799
FEYBIU01_m_1_gas_xR,-1119.71186132
FEYBIU01_m_1_water_R,-1119.72167973
FEYBIU01_m_1_water_xR,-1119.72319879
FEYBIU_m_1_gas_R,-1119.7120862
FEYBIU_m_1_gas_xR,-1119.71490294
FEYBIU_m_1_water_R,-1119.721815
FEYBIU_m_1_water_xR,-1119.72433733
FIFFAB01_m_1_gas_R,-1384.6762949
FIFFAB01_m_1_gas_xR,-1384.67931152
FIFFAB01_m_1_water_R,-1384.71508103
FIFFAB01_m_1_water_xR,-1384.71731609
FIFFAB_m_1_gas_R,-1384.6790085
FIFFAB_m_1_gas_xR,-1384.6840177
FIFFAB_m_1_water_R,-1384.71741445
FIFFAB_m_1_water_xR,-1384.71957493
FIJBUW01_m_1_gas_R,-2111.95311047
FIJBUW01_m_1_gas_xR,-2111.95480468
FIJBUW01_m_1_water_R,-2111.9641625
FIJBUW01_m_1_water_xR,-2111.96572633
FIJBUW_m_1_gas_R,-2111.94956027
FIJBUW_m_1_gas_xR,-2111.95198269
FIJBUW_m_1_water_R,-2111.96466541
FIJBUW_m_1_water_xR,-2111.96720745
FINBUB01_m_1_gas_R,-2487.15304553
FINBUB01_m_1_gas_xR,-2487.15318859
FINBUB01_m_1_water_R,-2487.18030262
FINBUB01_m_1_water_xR,-2487.18042676
FINBUB_m_1_gas_R,-2487.15292438
FINBUB_m_1_gas_xR,-2487.15329472
FINBUB_m_1_water_R,-2487.18014014
FINBUB_m_1_water_xR,-2487.18048344
FIQMIE01_m_1_gas_R,-1072.03806666
FIQMIE01_m_1_gas_xR,-1072.04227479
FIQMIE01_m_1_water_R,-1072.07502121
FIQMIE01_m_1_water_xR,-1072.07906217
FIQMIE_m_1_gas_R,-1072.03414055
FIQMIE_m_1_gas_xR,-1072.03859001
FIQMIE_m_1_water_R,-1072.07476425
FIQMIE_m_1_water_xR,-1072.07791896
FIQWEI01_m_1_gas_R,-1389.44901705
FIQWEI01_m_1_gas_xR,-1389.45254322
FIQWEI01_m_1_water_R,-1389.4773539
FIQWEI01_m_1_water_xR,-1389.47827851
FIQWEI_m_1_gas_R,-1389.44980751
FIQWEI_m_1_gas_xR,-1389.45071914
FIQWEI_m_1_water_R,-1389.47612865
FIQWEI_m_1_water_xR,-1389.47833243
FIQWEI_m_2_gas_R,-1389.44953179
FIQWEI_m_2_gas_xR,-1389.45071915
FIQWEI_m_2_water_R,-1389.47647241
FIQWEI_m_2_water_xR,-1389.47834402
FIRXUA01_m_1_gas_R,-1159.30315047
FIRXUA01_m_1_gas_xR,-1159.30408646
FIRXUA01_m_1_water_R,-1159.3237053
FIRXUA01_m_1_water_xR,-1159.32463934
FIRXUA_m_1_gas_R,-1159.30273195
FIRXUA_m_1_gas_xR,-1159.30451033
FIRXUA_m_1_water_R,-1159.32330741
FIRXUA_m_1_water_xR,-1159.3247558
FISSUV01_m_1_gas_R,-1031.96374129
FISSUV01_m_1_gas_xR,-1031.9646261
FISSUV01_m_1_water_R,-1031.99014588
FISSUV01_m_1_water_xR,-1031.99102093
FISSUV_m_1_gas_R,-1031.96318394
FISSUV_m_1_gas_xR,-1031.96483081
FISSUV_m_1_water_R,-1031.98992643
FISSUV_m_1_water_xR,-1031.99096387
FITYAL01_m_1_gas_R,-906.303732757
FITYAL01_m_1_gas_xR,-906.305328271
FITYAL01_m_1_water_R,-906.316092954
FITYAL01_m_1_water_xR,-906.316312391
FITYAL02_m_1_gas_R,-906.302328977
FITYAL02_m_1_gas_xR,-906.305328275
FITYAL02_m_1_water_R,-906.315701998
FITYAL02_m_1_water_xR,-906.316312377
FITYAL02_m_2_gas_R,-906.297510515
FITYAL02_m_2_gas_xR,-906.299473034
FITYAL02_m_2_water_R,-906.315268826
FITYAL02_m_2_water_xR,-906.315913551
FITYAL_m_1_gas_R,-906.303659618
FITYAL_m_1_gas_xR,-906.305328272
FITYAL_m_1_water_R,-906.31606209
FITYAL_m_1_water_xR,-906.316312398
FITYOZ01_m_1_gas_R,-906.31066731
FITYOZ01_m_1_gas_xR,-906.310946253
FITYOZ01_m_1_water_R,-906.322089963
FITYOZ01_m_1_water_xR,-906.322291027
FITYOZ_m_1_gas_R,-906.310629994
FITYOZ_m_1_gas_xR,-906.310946225
FITYOZ_m_1_water_R,-906.322187285
FITYOZ_m_1_water_xR,-906.322291212
FITZAM01_m_1_gas_R,-906.303297251
FITZAM01_m_1_gas_xR,-906.304883392
FITZAM01_m_1_water_R,-906.318900178
FITZAM01_m_1_water_xR,-906.319325848
FITZAM_m_1_gas_R,-906.302610669
FITZAM_m_1_gas_xR,-906.304238104
FITZAM_m_1_water_R,-906.318821699
FITZAM_m_1_water_xR,-906.319538394
FIVBEU01_m_1_gas_R,-1167.45750414
FIVBEU01_m_1_gas_xR,-1167.45870331
FIVBEU01_m_1_water_R,-1167.4739037
FIVBEU01_m_1_water_xR,-1167.4745287
FIVBEU01_m_2_gas_R,-1167.45390437
FIVBEU01_m_2_gas_xR,-1167.45809773
FIVBEU01_m_2_water_R,-1167.4723123
FIVBEU01_m_2_water_xR,-1167.47459871
FIVBEU02_m_1_gas_R,-1167.45684881
FIVBEU02_m_1_gas_xR,-1167.45809772
FIVBEU02_m_1_water_R,-1167.47401269
FIVBEU02_m_1_water_xR,-1167.47424407
FIVBEU02_m_2_gas_R,-1167.45691687
