Refcodes,Delta_strain_energy,components
GIVJUQ01_GIVJUQ02,6.48522129463413,1_1
GIXXOB_GIXXOB01,1.031375165025679,1_1
GIYWAP_GIYWAP01,6.3807526500381755,1_1
GIYWAP_GIYWAP02,4.854759540744908,1_1
GIYWAP01_GIYWAP02,1.5259931092932675,1_1
GIZFIF_GIZFIF01,3.4822006507896504,1_1
GNAPHB_GNAPHB01,0.18286607470247418,1_1
GOBVEA_GOBVEA01,3.369172874776609,1_1
GOKCOA01_GOKCOA02,0.38539714537910186,1_1
GUHDIY_GUHDIY01,2.3618997997676843,1_1
HABFAS_HABFAS01,1.845253910636302,1_1
HAFVIV_HAFVIV01,36.15583926511431,1_1
HAJYUN01_HAJYUN02,1.7095680704535425,1_1
HAKTAP_HAKTAP01,0.053717730228527216,1_1
HANFOS_HANFOS01,1.919476795117589,1_2
HAXHET_HAXHET01,2.9680752400759047,1_1
HAXMAW_HAXMAW01,0.0,1_1
HCCYHG04_HCCYHG05,0.0,1_1
HEBJOQ_HEBJOQ01,2.7903813999992053,1_1
HECPAJ_HECPAJ01,3.094388044688344,1_2
HEHWOJ_HEHWOJ01,0.3996010997074677,1_1
HESDIT_HESDIT01,0.18819584005018442,1_2
HESRAZ_HESRAZ01,0.3445417394369201,1_1
HETPAL_HETPAL01,2.7340854291729784,2_1
HEVXUB04_HEVXUB05,1.0655854300019882,1_1
HEWLOL_HEWLOL01,0.07145823326555956,1_1
HIBGUV_HIBGUV01,8.694369505008353,2_1
HIBGUV_HIBGUV02,0.7276310699478472,2_1
HIBGUV01_HIBGUV02,9.4220005749562,1_1
HICJAG_HICJAG01,13.148398980150205,1_1
HIMGOA01_HIMGOA02,1.213926180075191,1_1
HIMWIJ_HIMWIJ01,4.807560926725614,1_1
HIQQAB_HIQQAB02,0.2629438249480245,1_1
HIRQIK_HIRQIK01,5.1204076295548475,1_1
HIRREH_HIRREH01,1.3336752348534446,1_1
HISGAS_HISGAS01,0.218179049956575,1_1
HNIABZ11_HNIABZ20,45.08114775005299,1_1
HOFMAQ_HOFMAQ01,0.39834086020016457,1_1
HOJQEE_HOJQEE02,0.9932791599517259,1_2
HOJROP_HOJROP01,8.406407290383811,1_1
HOKPUS_HOKPUS01,1.2567743394416766,1_1
HOQABS_HOQABS01,14.76785989016264,2_1
HPXCDP_HPXCDP01,13.172186009917027,1_1
HUGMIH_HUGMIH03,9.529147229885666,1_1
HULGIE_HULGIE01,4.169504039788649,1_1
HUMFIG_HUMFIG01,19.863272759589563,1_1
HUMSEN_HUMSEN01,4.408923385775097,1_1
HUTQAP_HUTQAP02,4.961483489570412,1_1
HXACAN40_HXACAN47,4.327062920480955,1_1
IBOBUY_IBOBUY01,8.046343594931159,1_1
IBOCEJ_IBOCEJ01,7.027439557336493,1_1
ICAPOR04_ICAPOR06,0.6353394939229702,1_1
ICIMAI_ICIMAI01,11.83641037518828,1_1
ICUBAL_ICUBAL01,7.664805934927358,1_1
ICUTOR01_ICUTOR02,0.8796212652297299,1_1
IDONAS_IDONAS01,2.6330456868346914,1_1
IDUQOO_IDUQOO02,0.8593996637691816,1_1
IDUTOT_IDUTOT01,9.454583030432104,1_1
IFAPOV_IFAPOV01,3.096173384910685,1_1
IFAWAP01_IFAWAP02,0.0,1_1
IFILAL_IFILAL01,1.2631543050255232,1_1
IFILAL_IFILAL02,8.997483479586322,1_1
IFILAL01_IFILAL02,10.260637784611845,1_1
IFOVOO01_IFOVOO03,0.8486928739765744,1_1
IFULUQ_IFULUQ01,0.00010502068028017675,1_2
IGAPIR_IGAPIR01,0.7403384904769155,1_1
IGASIS_IGASIS01,3.1659329194330894,1_1
IGEBEC_IGEBEC02,6.259861502301646,1_1
IGUQEG_IGUQEG01,0.10360223159500492,1_1
IHAPOX_IHAPOX01,26.1128029205978,1_1
IHAPOX_IHAPOX02,10.738006194224454,1_1
IHAPOX01_IHAPOX02,36.850809114822255,1_1
IHOZOW01_IHOZOW02,33.315757149789874,1_1
IJAQIV01_IJAQIV02,7.914359711192674,1_1
IJATUK_IJATUK01,1.4127815514177655,1_2
IJUDUN_IJUDUN01,3.147580675097288,1_1
ILAHEK_ILAHEK01,4.030431305202455,2_2
